key,0,1,2,3,4,5,6,7,8,9,10
#,StampIcon,,Category,,,,,,,,Name
int32,Image,int32,GroupPoseStampCategory,uint16,byte,uint32,int32,bit&01,bit&02,bit&04,str
0,,0,"无",0,10,0,0,False,False,False,"无"
1,"ui/icon/120000/chs/120021.tex",2,"副本",200,10,0,0,False,False,False,"使命开始！"
2,"ui/icon/120000/chs/120022.tex",2,"副本",201,10,0,0,False,False,False,"使命完成！"
3,,0,"无",0,0,0,0,False,False,False,""
4,"ui/icon/120000/chs/120024.tex",2,"副本",203,10,0,0,False,False,False,"重新挑战！"
5,"ui/icon/120000/chs/120001.tex",2,"任务",100,10,0,0,False,False,False,"接受任务！"
6,"ui/icon/120000/chs/120002.tex",2,"任务",101,10,0,0,False,False,False,"任务完成！"
7,"ui/icon/120000/chs/120081.tex",2,"危命任务",303,10,0,0,False,False,False,"临危受命！"
8,"ui/icon/120000/chs/120082.tex",2,"危命任务",304,10,0,0,False,False,False,"危命完成！"
9,,0,"无",0,0,0,0,False,False,False,""
10,"ui/icon/120000/chs/120111.tex",2,"整体",10,10,0,0,False,False,False,"升级！"
11,"ui/icon/121000/chs/121561.tex",2,"金碟游乐场",400,10,0,0,False,False,False,"机遇临门！"
12,"ui/icon/121000/chs/121562.tex",2,"金碟游乐场",401,10,0,0,False,False,False,"天赐良机！"
13,,0,"无",0,0,0,0,False,False,False,""
14,"ui/icon/121000/chs/121551.tex",2,"金碟游乐场",403,10,0,0,False,False,False,"出发！"
15,"ui/icon/121000/chs/121552.tex",2,"金碟游乐场",404,10,0,0,False,False,False,"抵达终点！"
16,"ui/icon/121000/chs/121553.tex",2,"金碟游乐场",405,10,0,0,False,False,False,"挑战成功！"
17,"ui/icon/121000/chs/121501.tex",2,"金碟游乐场",406,10,0,0,False,False,False,"成功！"
18,"ui/icon/121000/chs/121502.tex",2,"金碟游乐场",407,10,0,0,False,False,False,"失败……"
19,"ui/icon/121000/chs/121511.tex",2,"金碟游乐场",408,10,0,0,False,False,False,"全力一击！"
20,"ui/icon/121000/chs/121512.tex",2,"金碟游乐场",409,10,0,0,False,False,False,"打得漂亮！"
21,"ui/icon/121000/chs/121513.tex",2,"金碟游乐场",410,10,0,0,False,False,False,"打得好！"
22,,0,"无",0,0,0,0,False,False,False,""
23,"ui/icon/120000/chs/120114.tex",2,"整体",23,10,0,0,False,False,False,"轻锐小队"
24,"ui/icon/120000/chs/120115.tex",2,"整体",24,10,0,0,False,False,False,"满编小队"
25,"ui/icon/120000/chs/120119.tex",2,"整体",11,10,0,0,False,False,False,"等级下降……"
26,"ui/icon/230000/230651.tex",2,"标志",2,10,0,0,True,False,False,"FINAL FANTASY XIV ONLINE（白色）"
27,"ui/icon/230000/230652.tex",2,"标志",1,10,0,0,True,False,False,"FINAL FANTASY XIV ONLINE（黑色）"
28,,0,"无",0,0,0,0,False,False,False,""
29,"ui/icon/230000/230715.tex",1,"国旗",15,1,70495,0,True,False,False,"国旗：亚历山德里亚"
30,"ui/icon/230000/230111.tex",1,"九宫幻卡",1,10,0,0,True,False,False,"九宫幻卡：★"
31,"ui/icon/230000/230112.tex",1,"九宫幻卡",2,10,0,0,True,False,False,"九宫幻卡：★★"
32,"ui/icon/230000/230113.tex",1,"九宫幻卡",3,10,0,0,True,False,False,"九宫幻卡：★★★"
33,"ui/icon/230000/230114.tex",1,"九宫幻卡",4,10,0,0,True,False,False,"九宫幻卡：★★★★"
34,"ui/icon/230000/230115.tex",1,"九宫幻卡",5,10,0,0,True,False,False,"九宫幻卡：★★★★★"
35,"ui/icon/230000/230120.tex",1,"九宫幻卡",12,10,0,0,True,False,False,"九宫幻卡：1"
36,"ui/icon/230000/230121.tex",1,"九宫幻卡",13,10,0,0,True,False,False,"九宫幻卡：2"
37,"ui/icon/230000/230122.tex",1,"九宫幻卡",14,10,0,0,True,False,False,"九宫幻卡：3"
38,"ui/icon/230000/230123.tex",1,"九宫幻卡",15,10,0,0,True,False,False,"九宫幻卡：4"
39,"ui/icon/230000/230124.tex",1,"九宫幻卡",16,10,0,0,True,False,False,"九宫幻卡：5"
40,"ui/icon/230000/230125.tex",1,"九宫幻卡",17,10,0,0,True,False,False,"九宫幻卡：6"
41,"ui/icon/230000/230126.tex",1,"九宫幻卡",18,10,0,0,True,False,False,"九宫幻卡：7"
42,"ui/icon/230000/230127.tex",1,"九宫幻卡",19,10,0,0,True,False,False,"九宫幻卡：8"
43,"ui/icon/230000/230128.tex",1,"九宫幻卡",20,10,0,0,True,False,False,"九宫幻卡：9"
44,"ui/icon/230000/230129.tex",1,"九宫幻卡",21,10,0,0,True,False,False,"九宫幻卡：A"
45,"ui/icon/230000/230119.tex",1,"九宫幻卡",11,10,0,0,True,False,False,"九宫幻卡：0"
46,"ui/icon/230000/230711.tex",1,"国旗",11,10,0,0,True,False,False,"国旗：萨雷安"
47,"ui/icon/230000/230713.tex",1,"国旗",12,10,0,0,True,False,False,"国旗：拉札罕"
48,"ui/icon/230000/230712.tex",1,"国旗",13,10,0,0,True,False,False,"国旗：加雷马"
49,"ui/icon/230000/230714.tex",1,"国旗",14,10,0,0,True,False,False,"国旗：图莱尤拉"
