key,0,1,2,3,4,5,6,7,8,9,10
#,ClassJobCategory,,ENpcResident,Item,AmountRequired,ItemHQ,,,,,
int32,ClassJobCategory,byte,ENpcResident,Item,byte,bit&01,uint32,uint32,uint32,uint16,byte
0.0,"",0,,"",0,False,0,0,0,0,0
1.0,"",0,,"",0,False,0,0,0,0,0
1.1,"",0,,"",0,False,0,0,0,0,0
1.2,"",0,,"",0,False,0,0,0,0,0
1.3,"",0,,"",0,False,0,0,0,0,0
2.0,"",0,,"",0,False,0,0,0,0,0
2.1,"",0,,"",0,False,0,0,0,0,0
2.2,"",0,,"",0,False,0,0,0,0,0
2.3,"",0,,"",0,False,0,0,0,0,0
3.0,"",0,,"",0,False,0,0,0,0,0
3.1,"",0,,"",0,False,0,0,0,0,0
3.2,"",0,,"",0,False,0,0,0,0,0
3.3,"",0,,"",0,False,0,0,0,0,0
3.4,"",0,,"",0,False,0,0,0,0,0
3.5,"",0,,"",0,False,0,0,0,0,0
3.6,"",0,,"",0,False,0,0,0,0,0
3.7,"",0,,"",0,False,0,0,0,0,0
4.0,"",0,,"",0,False,0,0,0,0,0
4.1,"",0,,"",0,False,0,0,0,0,0
4.2,"",0,,"",0,False,0,0,0,0,0
4.3,"",0,,"",0,False,0,0,0,0,0
5.0,"能工巧匠",0,"认真的鲶鱼精","交易品部件",2,False,0,0,0,0,0
5.1,"采矿工",0,"认真的鲶鱼精","草原的云母",3,False,0,0,0,0,2
5.2,"园艺工",0,"认真的鲶鱼精","草原的红花",3,False,0,0,0,0,2
5.3,"捕鱼人",0,"认真的鲶鱼精","卡勒蟹",1,False,0,0,0,0,1
6.0,"能工巧匠",0,"光风院霁月","净化用祭具",1,False,0,0,0,0,0
6.1,"采矿工",0,"光风院霁月","草原的岩盐",3,False,0,0,0,0,2
6.2,"园艺工",0,"光风院霁月","常绿的树枝",3,False,0,0,0,0,2
6.3,"捕鱼人",0,"光风院霁月","供品的小鱼",1,False,0,0,0,0,1
7.0,"能工巧匠",0,"光风院霁月","篝火台部件",2,False,0,0,0,0,0
7.1,"采矿工",0,"光风院霁月","草原的石炭",3,False,0,0,0,0,2
7.2,"园艺工",0,"光风院霁月","草原的枯枝",3,False,0,0,0,0,2
7.3,"捕鱼人",0,"光风院霁月","肥鳗",1,False,0,0,0,0,1
8.0,"能工巧匠",0,"光风院霁月","团扇部件",3,False,0,0,0,0,0
8.1,"采矿工",0,"光风院霁月","纯白的硅沙",3,False,0,0,0,0,2
8.2,"园艺工",0,"光风院霁月","草原的藤材",3,False,0,0,0,0,2
8.3,"捕鱼人",0,"光风院霁月","赤铜鱼",1,False,0,0,0,0,1
9.0,"能工巧匠",0,"爱钓鱼的鲶鱼精","鲶鱼钓具",2,False,0,0,0,0,0
9.1,"采矿工",0,"爱钓鱼的鲶鱼精","深色的矿石",3,False,0,0,0,0,2
9.2,"园艺工",0,"爱钓鱼的鲶鱼精","胡鹰的羽毛",3,False,0,0,0,0,2
9.3,"捕鱼人",0,"爱钓鱼的鲶鱼精","超大巨鲶鱼",1,False,0,0,0,0,1
10.0,"能工巧匠",0,"鱼鳞","游牧民风格的商品",1,False,0,0,0,0,0
10.1,"采矿工",0,"鱼鳞","草原的宝玉",3,False,0,0,0,0,2
10.2,"园艺工",0,"鱼鳞","草原的果实",3,False,0,0,0,0,2
10.3,"捕鱼人",0,"鱼鳞","彩虹青鳉",1,False,0,0,0,0,1
11.0,"能工巧匠",0,"光风院霁月","祖先招待用品",2,False,0,0,0,0,0
11.1,"采矿工",0,"光风院霁月","草原的黏土",3,False,0,0,0,0,2
11.2,"园艺工",0,"光风院霁月","草原的花蕾",3,False,0,0,0,0,2
11.3,"捕鱼人",0,"光风院霁月","草原香鱼",1,False,0,0,0,0,1
12.0,"能工巧匠",0,"养犏牛的游牧民","牛毛剪刀部件",1,True,0,0,0,0,0
12.1,"采矿工",0,"养犏牛的游牧民","草原的磨刀石",2,False,0,0,0,0,2
12.2,"园艺工",0,"养犏牛的游牧民","草原的牧草",2,False,0,0,0,0,2
12.3,"捕鱼人",0,"养犏牛的游牧民","油脂鳗",1,False,0,0,0,0,1
13.0,"能工巧匠",0,"负责做饭的鲶鱼精","蒸包子用品",2,False,0,0,0,0,0
13.1,"采矿工",0,"负责做饭的鲶鱼精","耐热性石材",3,False,0,0,0,0,2
13.2,"园艺工",0,"负责做饭的鲶鱼精","草原的洋葱",3,False,0,0,0,0,2
13.3,"捕鱼人",0,"负责做饭的鲶鱼精","草原虾",1,False,0,0,0,0,1
14.0,"能工巧匠",0,"喜欢喝茶的鲶鱼精","茶会必需品",3,False,0,0,0,0,0
14.1,"采矿工",0,"喜欢喝茶的鲶鱼精","草原的天然水",3,False,0,0,0,0,2
14.2,"园艺工",0,"喜欢喝茶的鲶鱼精","草原的蚕豆",3,False,0,0,0,0,2
14.3,"捕鱼人",0,"喜欢喝茶的鲶鱼精","杯贝",1,False,0,0,0,0,1
15.0,"能工巧匠",0,"光风院霁月","养马必需品",2,False,0,0,0,0,0
15.1,"采矿工",0,"光风院霁月","草原的铁矿",1,False,0,0,0,0,2
15.2,"园艺工",0,"光风院霁月","草原的马草",1,False,0,0,0,0,2
15.3,"捕鱼人",0,"光风院霁月","月蝶贝",1,False,0,0,0,0,1
16.0,"能工巧匠",0,"光风院霁月","太鼓部件",1,False,0,0,0,0,0
16.1,"采矿工",0,"光风院霁月","扁平的石材",2,False,0,0,0,0,2
