key,0,1,2,3,4,5,6,7,8,9,10,11
#,Action,Type1,Param1,ReplaceAction1,Type2,Param2,ReplaceAction2,Type3,Param3,ReplaceAction3,ReplaceSettable,
int32,Action,sbyte,Row,Action,sbyte,Row,Action,sbyte,Row,Action,sbyte,bit&01
0.0,"",0,,"",0,,"",0,,"",-1,False
1.0,"钢铁信念",2,"钢铁信念","解除钢铁信念",0,,"",0,,"",-1,False
1.1,"战女神之怒",3,"战女神之怒精通","王权剑",0,,"",0,,"",-1,False
1.2,"盾阵",3,"盾阵精通","圣盾阵",0,,"",0,,"",-1,False
1.3,"深奥之灵",3,"深奥之灵精通","偿赎剑",0,,"",0,,"",-1,False
1.4,"悔罪",8,,"信念之剑",8,,"真理之剑",8,,"英勇之剑",-1,False
1.5,"赎罪剑",2,"祈告剑预备","祈告剑",2,"葬送剑预备","葬送剑",0,,"",-1,False
1.6,"预警",3,"预警精通","极致防御",0,,"",0,,"",-1,False
1.7,"安魂祈祷",3,"安魂祈祷精通","绝对统治",2,"荣耀之剑预备","荣耀之剑",0,,"",-1,False
1.8,"战逃反应",4,,"沥血剑",0,,"",0,,"",-1,False
1.9,"",0,,"",0,,"",0,,"",-1,False
1.10,"",0,,"",0,,"",0,,"",-1,False
1.11,"",0,,"",0,,"",0,,"",-1,False
1.12,"",0,,"",0,,"",0,,"",-1,False
1.13,"",0,,"",0,,"",0,,"",-1,False
2.0,"铁山斗气",3,"铁山靠精通","阴阳斗气",8,,"铁山靠",8,,"阴阳斗气斩",1,False
2.1,"铁山靠",3,"铁山靠精通","阴阳斗气斩",0,,"",0,,"",-1,False
2.2,"空鸣斗气",3,"空鸣拳精通","万象斗气",8,,"空鸣拳",8,,"万象斗气圈",1,False
2.3,"空鸣拳",3,"空鸣拳精通","万象斗气圈",0,,"",0,,"",-1,False
2.4,"必杀技",1,,"",0,,"",0,,"",-1,False
2.5,"",0,,"",0,,"",0,,"",-1,False
2.6,"破坏神冲",3,"破坏神冲精通","破坏神脚",0,,"",0,,"",-1,False
2.7,"金刚极意",2,"金刚周天预备","金刚周天",0,,"",0,,"",-1,False
2.8,"连击",3,"象形拳","猿舞连击",0,,"",0,,"",-1,False
2.9,"正拳",3,"象形拳","龙颚正拳",0,,"",0,,"",-1,False
2.10,"崩拳",3,"象形拳","豹袭崩拳",0,,"",0,,"",-1,False
2.11,"疾风极意",2,"绝空拳预备","绝空拳",0,,"",0,,"",1,False
2.12,"红莲极意",2,"乾坤斗气弹预备","乾坤斗气弹",0,,"",0,,"",1,False
2.13,"",0,,"",0,,"",0,,"",-1,False
2.14,"",0,,"",0,,"",0,,"",-1,False
3.0,"守护",2,"守护","解除守护",0,,"",0,,"",-1,False
3.1,"原初之魂",3,"原初之魂精通","裂石飞环",4,"原初的混沌","狂魂",0,,"",-1,False
3.2,"狂暴",3,"狂暴精通","原初的解放",2,"原初的怒震预备","原初的怒震",0,,"",-1,False
3.3,"钢铁旋风",3,"钢铁旋风精通","地毁人亡",4,"原初的混沌","混沌旋风",0,,"",-1,False
3.4,"原初的直觉",3,"原初的直觉精通","原初的血气",0,,"",0,,"",-1,False
3.5,"复仇",3,"复仇精通","戮罪",0,,"",0,,"",-1,False
3.6,"蛮荒崩裂",2,"尽毁预备","尽毁",0,,"",0,,"",-1,False
3.7,"",0,,"",0,,"",0,,"",-1,False
4.0,"武神枪",8,,"死者之岸",0,,"",0,,"",1,False
4.1,"跳跃",3,"跳跃精通","高跳",2,"幻象冲预备","幻象冲",0,,"",1,False
4.2,"精准刺",2,"龙眼","龙眼雷电",0,,"",0,,"",-1,False
4.3,"死天枪",7,"龙眼","龙眼苍穹",0,,"",0,,"",-1,False
4.4,"直刺",3,"长枪精通II","苍穹刺",0,,"",0,,"",-1,False
4.5,"樱花怒放",3,"长枪精通II","樱花缭乱",0,,"",0,,"",-1,False
4.6,"龙炎冲",2,"龙炎升预备","龙炎升",0,,"",0,,"",-1,False
4.7,"贯通刺",3,"长枪精通IV","前冲刺",0,,"",0,,"",-1,False
4.8,"开膛枪",3,"长枪精通IV","螺旋击",0,,"",0,,"",-1,False
4.9,"坠星冲",2,"渡星冲预备","渡星冲",0,,"",0,,"",-1,False
4.10,"龙牙龙爪",9,,"云蒸龙变",0,,"",0,,"",-1,False
4.11,"龙尾大回旋",9,,"云蒸龙变",0,,"",0,,"",-1,False
4.12,"",0,,"",0,,"",0,,"",-1,False
4.13,"",0,,"",0,,"",0,,"",-1,False
4.14,"",0,,"",0,,"",0,,"",-1,False
4.15,"",0,,"",0,,"",0,,"",-1,False
4.16,"",0,,"",0,,"",0,,"",-1,False
4.17,"",0,,"",0,,"",0,,"",-1,False
5.0,"直线射击",3,"直线射击精通","辉煌箭",0,,"",0,,"",-1,False
5.1,"强力射击",3,"强力射击精通","爆发射击",0,,"",0,,"",-1,False
5.2,"毒咬箭",3,"咬蚀精通","烈毒咬箭",0,,"",0,,"",-1,False
5.3,"风蚀箭",3,"咬蚀精通","狂风蚀箭",0,,"",0,,"",-1,False
5.4,"连珠箭",3,"连珠箭精通","百首龙牙箭",0,,"",0,,"",-1,False
5.5,"绝峰箭",2,"爆破箭预备","爆破箭",0,,"",0,,"",-1,False
5.6,"放浪神的小步舞曲",8,,"完美音调",0,,"",0,,"",0,False
5.7,"广域群射",3,"广域群射精通","影噬箭",0,,"",0,,"",-1,False
5.8,"失血箭",3,"失血箭精通","碎心箭",0,,"",0,,"",-1,False
5.9,"纷乱箭",2,"共鸣箭预备","共鸣箭",0,,"",0,,"",-1,False
5.10,"光明神的最终乐章",2,"光明神的返场余音预备","光明神的返场余音",0,,"",0,,"",-1,False
6.0,"飞石",1,,"",0,,"",0,,"",-1,False
6.1,"疾风",3,"疾风精通","烈风",3,"疾风精通II","天辉",0,,"",-1,False
6.2,"神圣",3,"神圣精通","豪圣",0,,"",0,,"",-1,False
6.3,"礼仪之铃",2,"礼仪之铃","礼仪之铃",0,,"",0,,"",-1,False
6.4,"神速咏唱",2,"闪飒预备","闪飒",0,,"",0,,"",1,False
6.5,"医济",3,"医济精通","医养",0,,"",0,,"",-1,False
6.6,"节制",2,"神爱抚预备","神爱抚",0,,"",0,,"",-1,False
6.7,"",0,,"",0,,"",0,,"",-1,False
6.8,"",0,,"",0,,"",0,,"",-1,False
6.9,"",0,,"",0,,"",0,,"",-1,False
6.10,"",0,,"",0,,"",0,,"",-1,False
7.0,"火炎",8,,"悖论",0,,"",0,,"",-1,False
7.1,"冰结",8,,"悖论",0,,"",0,,"",-1,False
7.2,"烈炎",3,"极性精通IV","高烈炎",0,,"",0,,"",-1,False
7.3,"冰冻",3,"极性精通IV","高冰冻",0,,"",0,,"",-1,False
7.4,"闪雷",3,"闪雷精通","暴雷",3,"闪雷精通III","高闪雷",0,,"",-1,False
7.5,"震雷",3,"闪雷精通II","霹雷",3,"闪雷精通III","高震雷",0,,"",-1,False
7.6,"黑魔纹",7,"黑魔纹","魔纹重置",0,,"",0,,"",-1,False
7.7,"",0,,"",0,,"",0,,"",-1,False
7.8,"",0,,"",0,,"",0,,"",-1,False
7.9,"",0,,"",0,,"",0,,"",-1,False
8.0,"毁灭",1,,"",0,,"",0,,"",-1,False
8.1,"迸裂",1,,"",0,,"",0,,"",-1,False
8.2,"宝石耀",1,,"",0,,"",0,,"",-1,False
8.3,"宝石辉",1,,"",0,,"",0,,"",-1,False
8.4,"星极超流",1,,"",0,,"",0,,"",-1,False
8.5,"以太蓄能",1,,"",0,,"",0,,"",-1,False
8.6,"龙神迸发",8,,"不死鸟迸发",8,,"烈日龙神迸发",0,,"",-1,False
8.7,"红宝石召唤",3,"红宝石召唤精通","火神召唤",3,"内力迸发II","火神召唤II",0,,"",-1,False
8.8,"黄宝石召唤",3,"黄宝石召唤精通","土神召唤",3,"内力迸发II","土神召唤II",0,,"",-1,False
8.9,"绿宝石召唤",3,"绿宝石召唤精通","风神召唤",3,"内力迸发II","风神召唤II",0,,"",-1,False
8.10,"溃烂爆发",3,"溃烂爆发精通","坏死爆发",0,,"",0,,"",-1,False
8.11,"灼热之光",2,"灼热之闪预备","灼热之闪",0,,"",0,,"",-1,False
9.0,"毒菌",3,"毒菌精通","猛毒菌",3,"毒菌精通II","蛊毒法",0,,"",-1,False
9.1,"毁灭",1,,"",0,,"",0,,"",-1,False
9.2,"以太契约",8,,"融光解除",0,,"",0,,"",-1,False
9.3,"破阵法",3,"破阵法精通","裂阵法",0,,"",0,,"",-1,False
9.4,"炽天召唤",8,,"慰藉",0,,"",0,,"",-1,False
9.5,"连环计",2,"埋伏之毒预备","埋伏之毒",0,,"",0,,"",-1,False
9.6,"士气高扬之策",3,"士气高扬之策精通","意气轩昂之策",2,"炽天附体","降临之章",0,,"",-1,False
9.7,"应急战术",2,"炽天附体","应急战术",0,,"",0,,"",-1,False
9.8,"鼓舞激励之策",2,"炽天附体","显灵之章",0,,"",0,,"",-1,False
10.0,"天之印",1,,"",0,,"",0,,"",-1,False
10.1,"地之印",1,,"",0,,"",0,,"",-1,False
10.2,"人之印",1,,"",0,,"",0,,"",-1,False
10.3,"忍术",1,,"",0,,"",0,,"",-1,False
10.4,"断绝",3,"断绝精通","梦幻三段",0,,"",0,,"",-1,False
10.5,"分身之术",2,"残影镰鼬预备","残影镰鼬",0,,"",0,,"",1,False
10.6,"夺取",3,"夺取精通","介毒之术",0,,"",0,,"",-1,False
10.7,"攻其不备",3,"攻其不备精通","百雷铳",0,,"",0,,"",-1,False
10.8,"六道轮回",4,,"是生灭法",0,,"",0,,"",-1,False
10.9,"通灵之术·大虾蟆",4,,"通灵之术·虾蟆仙",0,,"",0,,"",-1,False
10.10,"天地人",2,"天理人道预备","天理人道",0,,"",0,,"",-1,False
11.0,"分裂弹",3,"分裂弹精通","热分裂弹",0,,"",0,,"",-1,False
11.1,"独头弹",3,"独头弹精通","热独头弹",0,,"",0,,"",-1,False
11.2,"狙击弹",3,"狙击弹精通","热狙击弹",0,,"",0,,"",-1,False
11.3,"热弹",3,"热弹精通","空气锚",0,,"",0,,"",-1,False
11.4,"车式浮空炮塔",3,"升变","后式自走人偶",0,,"",0,,"",-1,False
11.5,"超档车式炮塔",3,"升变","超档后式人偶",0,,"",0,,"",-1,False
11.6,"野火",2,"野火","起爆",0,,"",0,,"",-1,False
11.7,"散射",3,"散射精通","霰弹枪",0,,"",0,,"",-1,False
11.8,"热冲击",3,"热冲击精通","烈焰弹",0,,"",0,,"",-1,False
11.9,"虹吸弹",3,"积蓄技能精通","双将",0,,"",0,,"",-1,False
11.10,"弹射",3,"积蓄技能精通","将死",0,,"",0,,"",-1,False
11.11,"回转飞锯",2,"掘地飞轮预备","掘地飞轮",0,,"",0,,"",-1,False
11.12,"枪管加热",2,"全金属爆发预备","全金属爆发",0,,"",0,,"",1,False
12.0,"深恶痛绝",2,"深恶痛绝","解除深恶痛绝",0,,"",0,,"",-1,False
12.1,"暗黑波动",3,"暗黑精通","暗影波动",0,,"",0,,"",-1,False
12.2,"暗黑锋",3,"暗黑精通","暗影锋",0,,"",0,,"",-1,False
12.3,"腐秽大地",7,"腐秽大地","腐秽黑暗",0,,"",0,,"",-1,False
12.4,"嗜血",3,"嗜血精通","血乱",0,,"",0,,"",-1,False
12.5,"暗影墙",3,"暗影墙精通","暗影卫",0,,"",0,,"",-1,False
12.6,"血溅",2,"血乱","血红乱",4,"血乱","报应",4,"血乱","戮山",-1,False
12.7,"寂灭",2,"血乱","刺穿",0,,"",0,,"",-1,False
12.8,"掠影示现",2,"掠影的蔑视预备","掠影的蔑视",0,,"",0,,"",1,False
13.0,"星极抽卡",8,,"灵极抽卡",0,,"",0,,"",-1,False
13.1,"出卡I",8,,"太阳神之衡",8,,"战争神之枪",0,,"",-1,False
13.2,"出卡II",8,,"放浪神之箭",8,,"世界树之干",0,,"",-1,False
13.3,"出卡III",8,,"建筑神之塔",8,,"河流神之瓶",0,,"",-1,False
13.4,"小奥秘卡",8,,"王冠之领主",8,,"王冠之贵妇",0,,"",-1,False
13.5,"烧灼",3,"烧灼精通","炽灼",3,"烧灼精通II","焚灼",0,,"",-1,False
13.6,"凶星",1,,"",0,,"",0,,"",-1,False
13.7,"重力",3,"重力精通","中重力",0,,"",0,,"",-1,False
13.8,"地星",8,,"星体爆轰",0,,"",0,,"",-1,False
13.9,"天宫图",8,,"天宫图",0,,"",0,,"",-1,False
13.10,"大宇宙",12,"大宇宙","小宇宙",0,,"",0,,"",0,False
13.11,"占卜",2,"神谕预备","神谕",0,,"",0,,"",-1,False
13.12,"阳星相位",3,"阳星相位精通","阳星合相",0,,"",0,,"",-1,False
13.13,"中间学派",2,"太阳星座预备","太阳星座",0,,"",0,,"",-1,False
14.0,"居合术",1,,"",0,,"",0,,"",-1,False
14.1,"燕回返",1,,"",0,,"",0,,"",-1,False
14.2,"奥义斩浪",8,,"回返斩浪",0,,"",0,,"",-1,False
14.3,"风雅",3,"风雅精通","风光",0,,"",0,,"",-1,False
14.4,"心眼",3,"心眼精通","天眼通",0,,"",0,,"",-1,False
14.5,"刃风",3,"刃风精通","晓风",0,,"",0,,"",-1,False
14.6,"意气冲天",2,"残心预备","残心",0,,"",0,,"",-1,False
15.0,"摇荡",1,,"",0,,"",0,,"",-1,False
15.1,"回刺",8,,"魔回刺",0,,"",0,,"",-1,False
15.2,"交击斩",8,,"魔交击斩",0,,"",0,,"",-1,False
15.3,"连攻",8,,"魔连攻",0,,"",0,,"",-1,False
15.4,"划圆斩",8,,"魔划圆斩·一段",4,,"魔划圆斩·二段",4,,"魔划圆斩·三段",-1,False
15.5,"续斩",8,,"魔续斩",0,,"",0,,"",-1,False
15.6,"散碎",1,,"",0,,"",0,,"",-1,False
15.7,"赤闪雷",3,"赤魔法精通II","赤暴雷",9,,"赤核爆",0,,"",-1,False
