key,0,1
#,,
offset,8,0
Int32,Int8,UInt64
0,-1,0
1,0,4299957033
2,0,4300022569
3,0,4300088105
4,0,4300153641
5,0,4300219177
6,0,4301726505
7,0,4300284713
8,0,4300350249
9,0,4300415785
10,0,4300481321
11,0,4302512937
12,0,4302381865
13,0,4302447401
14,3,10223631
15,4,11927563
16,6,4587535
17,7,10485775
18,2,65815
19,3,71558
20,4,71558
21,6,71558
22,7,71558
23,2,71558
24,0,4296999213
25,1,4296999263
26,0,4295107370
27,0,4295041851
28,0,8595252009
29,0,4311163689
30,0,4311229225
31,1,4295035201
32,1,8590002497
33,0,4307362601
34,0,4307297065
35,0,4307624745
36,1,8590002479
37,1,4297525551
38,1,8592492847
39,1,4295035197
40,1,8590002493
41,2,140239
42,3,205775
43,4,74704
44,6,524460
45,7,74704
46,1,4298770735
47,1,4298574127
48,1,8593541423
49,1,8590002499
50,0,4316668713
51,0,4316603177
52,1,4299622703
53,1,8594589999
54,1,8590068039
55,1,4295035213
56,1,4303159994
57,1,4295034931
58,1,794569017495
59,1,4301785291
60,0,4316603177
61,1,4300474671
62,1,4297132935
63,1,4303749818
64,1,854698559639
65,1,4302178507
66,0,4323877673
67,0,12913812265
68,0,21503746857
69,1,8595441967
70,1,8592100231
71,1,4303749818
72,1,854698559639
73,1,4302178507
74,0,4295034803
75,1,8595769647
76,1,8592558983
77,1,4304143034
78,1,897648232599
79,1,4295362771
